year_month,Date,Vendor_Name,Amount
2023-12,2023-12-31,Isha Fresh Vegitables (Hisham),2833.0
2023-12,2023-12-02,KTP Vegitables,686.0
2023-12,2023-12-04,KTP Vegitables,931.0
2023-12,2023-12-05,KTP Vegitables,498.0
2023-12,2023-12-08,KTP Vegitables,882.0
2023-12,2023-12-09,KTP Vegitables,490.0
2023-12,2023-12-10,KTP Vegitables,365.0
2023-12,2023-12-11,KTP Vegitables,531.0
2023-12,2023-12-13,KTP Vegitables,546.0
2023-12,2023-12-14,KTP Vegitables,655.0
2023-12,2023-12-15,KTP Vegitables,273.0
2023-12,2023-12-16,KTP Vegitables,365.0
2023-12,2023-12-17,KTP Vegitables,478.0
2023-12,2023-12-18,KTP Vegitables,852.0
2023-12,2023-12-20,KTP Vegitables,446.0
2023-12,2023-12-21,KTP Vegitables,530.0
2023-12,2023-12-23,KTP Vegitables,660.0
2023-12,2023-12-24,KTP Vegitables,613.0
2023-12,2023-12-25,KTP Vegitables,823.0
2023-12,2023-12-26,KTP Vegitables,750.0
2023-12,2023-12-28,KTP Vegitables,458.0
2023-12,2023-12-29,KTP Vegitables,601.0
2023-12,2023-12-30,KTP Vegitables,546.0
2023-12,2023-12-31,KTP Vegitables,907.0
2023-12,2023-12-02,Koonathil Traders,5786.0
2023-12,2023-12-09,Koonathil Traders,9790.0
2023-12,2023-12-16,Koonathil Traders,11887.0
2023-12,2023-12-27,Koonathil Traders,46298.0
2023-12,2023-12-01,Local Purchase,235.0
2023-12,2023-12-02,Local Purchase,1328.0
2023-12,2023-12-03,Local Purchase,393.0
2023-12,2023-12-04,Local Purchase,100.0
2023-12,2023-12-05,Local Purchase,223.0
2023-12,2023-12-06,Local Purchase,1804.0
2023-12,2023-12-07,Local Purchase,640.0
2023-12,2023-12-08,Local Purchase,2145.0
2023-12,2023-12-09,Local Purchase,250.0
2023-12,2023-12-10,Local Purchase,956.0
2023-12,2023-12-11,Local Purchase,550.0
2023-12,2023-12-12,Local Purchase,3645.0
2023-12,2023-12-13,Local Purchase,1405.0
2023-12,2023-12-14,Local Purchase,139.0
2023-12,2023-12-15,Local Purchase,2809.0
2023-12,2023-12-16,Local Purchase,2691.0
2023-12,2023-12-17,Local Purchase,190.0
2023-12,2023-12-18,Local Purchase,3808.0
2023-12,2023-12-19,Local Purchase,200.0
2023-12,2023-12-20,Local Purchase,260.0
2023-12,2023-12-21,Local Purchase,400.0
2023-12,2023-12-22,Local Purchase,486.0
2023-12,2023-12-23,Local Purchase,3800.0
2023-12,2023-12-24,Local Purchase,175.0
2023-12,2023-12-25,Local Purchase,1279.0
2023-12,2023-12-26,Local Purchase,2091.0
2023-12,2023-12-27,Local Purchase,1140.0
2023-12,2023-12-28,Local Purchase,140.0
2023-12,2023-12-29,Local Purchase,2470.0
2023-12,2023-12-31,Local Purchase,1399.0
2023-12,2023-12-02,Local Purchase-Gas AGency,3680.0
2023-12,2023-12-16,Local Purchase-Gas AGency,1840.0
2023-12,2023-12-17,Local Purchase-Gas AGency,1840.0
2023-12,2023-12-21,Local Purchase-Gas AGency,1840.0
2023-12,2023-12-25,Local Purchase-Gas AGency,1840.0
2023-12,2023-12-31,Loocos Pizza CPY,14048.0
2023-12,2023-12-27,Taha Enterprices,4044.0
2023-12,2023-12-27,abad fisheries pvt.ltd,5250.0
2023-12,2023-12-23,salva food agencies,2395.0
2023-12,2023-12-28,salva food agencies,2204.0
2023-12,2023-12-02,shabana chicken stall,912.0
2023-12,2023-12-06,shabana chicken stall,798.0
2023-12,2023-12-07,shabana chicken stall,954.0
2023-12,2023-12-08,shabana chicken stall,713.0
2023-12,2023-12-09,shabana chicken stall,840.0
2023-12,2023-12-12,shabana chicken stall,578.0
2023-12,2023-12-17,shabana chicken stall,840.0
2023-12,2023-12-19,shabana chicken stall,1123.0
2023-12,2023-12-21,shabana chicken stall,829.0
2023-12,2023-12-23,shabana chicken stall,1120.0
2023-12,2023-12-25,shabana chicken stall,840.0
2023-12,2023-12-26,shabana chicken stall,1120.0
2023-12,2023-12-27,shabana chicken stall,1074.0
2023-12,2023-12-28,shabana chicken stall,1057.0
2023-12,2023-12-30,shabana chicken stall,1172.0
2023-11,2023-11-09,Essar Associates,6330.0
2023-11,2023-11-30,Essar Associates,3363.0
2023-11,2023-11-06,Isha Fresh Vegitables (Hisham),613.0
2023-11,2023-11-11,Isha Fresh Vegitables (Hisham),460.0
2023-11,2023-11-18,Isha Fresh Vegitables (Hisham),716.0
2023-11,2023-11-01,KTP Vegitables,355.0
2023-11,2023-11-03,KTP Vegitables,409.0
2023-11,2023-11-04,KTP Vegitables,615.0
2023-11,2023-11-06,KTP Vegitables,801.0
2023-11,2023-11-07,KTP Vegitables,238.0
2023-11,2023-11-08,KTP Vegitables,657.0
2023-11,2023-11-09,KTP Vegitables,226.0
2023-11,2023-11-10,KTP Vegitables,1359.0
2023-11,2023-11-11,KTP Vegitables,897.0
2023-11,2023-11-12,KTP Vegitables,424.0
2023-11,2023-11-14,KTP Vegitables,2474.0
2023-11,2023-11-16,KTP Vegitables,249.0
2023-11,2023-11-18,KTP Vegitables,845.0
2023-11,2023-11-20,KTP Vegitables,301.0
2023-11,2023-11-21,KTP Vegitables,534.0
2023-11,2023-11-22,KTP Vegitables,532.0
2023-11,2023-11-24,KTP Vegitables,588.0
2023-11,2023-11-25,KTP Vegitables,382.0
2023-11,2023-11-26,KTP Vegitables,613.0
2023-11,2023-11-27,KTP Vegitables,638.0
2023-11,2023-11-29,KTP Vegitables,905.0
2023-11,2023-11-30,KTP Vegitables,226.0
2023-11,2023-11-03,Koonathil Traders,984.0
2023-11,2023-11-04,Koonathil Traders,3111.0
2023-11,2023-11-10,Koonathil Traders,31467.0
2023-11,2023-11-18,Koonathil Traders,36357.0
2023-11,2023-11-08,Lakhsyam Foods,37091.0
2023-11,2023-11-16,Lakhsyam Foods,8696.0
2023-11,2023-11-01,Local Purchase,485.0
2023-11,2023-11-02,Local Purchase,3380.0
2023-11,2023-11-03,Local Purchase,2558.0
2023-11,2023-11-04,Local Purchase,1555.0
2023-11,2023-11-05,Local Purchase,369.0
2023-11,2023-11-07,Local Purchase,1591.0
2023-11,2023-11-08,Local Purchase,2270.0
2023-11,2023-11-09,Local Purchase,4330.0
2023-11,2023-11-10,Local Purchase,7488.0
2023-11,2023-11-13,Local Purchase,165.0
2023-11,2023-11-14,Local Purchase,1102.0
2023-11,2023-11-15,Local Purchase,1488.0
2023-11,2023-11-17,Local Purchase,278.0
2023-11,2023-11-18,Local Purchase,434.0
2023-11,2023-11-19,Local Purchase,174.0
2023-11,2023-11-20,Local Purchase,2500.0
2023-11,2023-11-21,Local Purchase,2676.0
2023-11,2023-11-22,Local Purchase,544.0
2023-11,2023-11-24,Local Purchase,376.0
2023-11,2023-11-25,Local Purchase,60.0
2023-11,2023-11-27,Local Purchase,998.0
2023-11,2023-11-28,Local Purchase,285.0
2023-11,2023-11-29,Local Purchase,300.0
2023-11,2023-11-30,Local Purchase,1658.0
2023-11,2023-11-10,Local Purchase-Gas AGency,1870.0
2023-11,2023-11-23,Local Purchase-Gas AGency,1820.0
2023-11,2023-11-28,Local Purchase-Gas AGency,1820.0
2023-11,2023-11-13,prime traders,8520.0
2023-11,2023-11-11,salva food agencies,16332.0
2023-11,2023-11-02,shabana chicken stall,984.0
2023-11,2023-11-03,shabana chicken stall,1272.0
2023-11,2023-11-04,shabana chicken stall,811.0
2023-11,2023-11-07,shabana chicken stall,726.0
2023-11,2023-11-09,shabana chicken stall,1240.0
2023-11,2023-11-10,shabana chicken stall,5022.0
2023-11,2023-11-11,shabana chicken stall,1240.0
2023-11,2023-11-14,shabana chicken stall,790.0
2023-11,2023-11-18,shabana chicken stall,953.0
2023-11,2023-11-24,shabana chicken stall,1112.0
2023-11,2023-11-26,shabana chicken stall,690.0
2023-11,2023-11-28,shabana chicken stall,1021.0
2023-11,2023-11-30,shabana chicken stall,1133.0
2023-10,2023-10-05,Essar Associates,2063.0
2023-10,2023-10-13,Essar Associates,1350.0
2023-10,2023-10-19,Essar Associates,4150.0
2023-10,2023-10-26,Essar Associates,7619.0
2023-10,2023-10-05,Isha Fresh Vegitables (Hisham),616.0
2023-10,2023-10-13,Isha Fresh Vegitables (Hisham),486.0
2023-10,2023-10-20,Isha Fresh Vegitables (Hisham),396.0
2023-10,2023-10-27,Isha Fresh Vegitables (Hisham),559.0
2023-10,2023-10-03,KTP Vegitables,837.0
2023-10,2023-10-06,KTP Vegitables,624.0
2023-10,2023-10-09,KTP Vegitables,560.0
2023-10,2023-10-13,KTP Vegitables,542.0
2023-10,2023-10-14,KTP Vegitables,564.0
2023-10,2023-10-18,KTP Vegitables,680.0
2023-10,2023-10-19,KTP Vegitables,478.0
2023-10,2023-10-20,KTP Vegitables,351.0
2023-10,2023-10-21,KTP Vegitables,638.0
2023-10,2023-10-23,KTP Vegitables,805.0
2023-10,2023-10-24,KTP Vegitables,499.0
2023-10,2023-10-25,KTP Vegitables,743.0
2023-10,2023-10-27,KTP Vegitables,526.0
2023-10,2023-10-28,KTP Vegitables,696.0
2023-10,2023-10-29,KTP Vegitables,433.0
2023-10,2023-10-30,KTP Vegitables,400.0
2023-10,2023-10-31,KTP Vegitables,500.0
2023-10,2023-10-07,Koonathil Traders,13936.0
2023-10,2023-10-14,Koonathil Traders,36735.0
2023-10,2023-10-28,Koonathil Traders,9541.0
2023-10,2023-10-31,Koonathil Traders,10264.0
2023-10,2023-10-01,Local Purchase,656.0
2023-10,2023-10-02,Local Purchase,1323.0
2023-10,2023-10-03,Local Purchase,690.0
2023-10,2023-10-04,Local Purchase,148.0
2023-10,2023-10-05,Local Purchase,4228.0
2023-10,2023-10-06,Local Purchase,341.0
2023-10,2023-10-07,Local Purchase,148.0
2023-10,2023-10-08,Local Purchase,1174.0
2023-10,2023-10-09,Local Purchase,841.0
2023-10,2023-10-10,Local Purchase,1468.0
2023-10,2023-10-11,Local Purchase,838.0
2023-10,2023-10-13,Local Purchase,1304.0
2023-10,2023-10-14,Local Purchase,4454.0
2023-10,2023-10-15,Local Purchase,800.0
2023-10,2023-10-16,Local Purchase,190.0
2023-10,2023-10-17,Local Purchase,1543.0
2023-10,2023-10-18,Local Purchase,1543.0
2023-10,2023-10-19,Local Purchase,136.0
2023-10,2023-10-20,Local Purchase,302.0
2023-10,2023-10-21,Local Purchase,2965.0
2023-10,2023-10-23,Local Purchase,1635.0
2023-10,2023-10-24,Local Purchase,1695.0
2023-10,2023-10-25,Local Purchase,2917.0
2023-10,2023-10-26,Local Purchase,2220.0
2023-10,2023-10-27,Local Purchase,898.0
2023-10,2023-10-28,Local Purchase,2181.0
2023-10,2023-10-29,Local Purchase,174.0
2023-10,2023-10-30,Local Purchase,105.0
2023-10,2023-10-31,Local Purchase,100.0
2023-10,2023-10-02,Local Purchase-Gas AGency,1770.0
2023-10,2023-10-06,Local Purchase-Gas AGency,1770.0
2023-10,2023-10-09,Local Purchase-Gas AGency,1770.0
2023-10,2023-10-14,Local Purchase-Gas AGency,1770.0
2023-10,2023-10-17,Local Purchase-Gas AGency,2230.0
2023-10,2023-10-21,Local Purchase-Gas AGency,1770.0
2023-10,2023-10-26,Local Purchase-Gas AGency,1770.0
2023-10,2023-10-30,Local Purchase-Gas AGency,3540.0
2023-10,2023-10-29,Local Purchase-Petrol,500.0
2023-10,2023-10-31,Loocos Pizza CPY,17852.0
2023-10,2023-10-02,MBS Traders,437.0
2023-10,2023-10-03,MBS Traders,280.0
2023-10,2023-10-07,MBS Traders,140.0
2023-10,2023-10-25,ottappalam loocos,3363.0
2023-10,2023-10-11,salva food agencies,960.0
2023-10,2023-10-12,shabana chicken stall,1040.0
2023-10,2023-10-13,shabana chicken stall,1092.0
2023-10,2023-10-14,shabana chicken stall,1027.0
2023-10,2023-10-16,shabana chicken stall,817.0
2023-10,2023-10-17,shabana chicken stall,1089.0
2023-10,2023-10-18,shabana chicken stall,798.0
2023-10,2023-10-20,shabana chicken stall,1049.0
2023-10,2023-10-21,shabana chicken stall,1025.0
2023-10,2023-10-24,shabana chicken stall,1038.0
2023-10,2023-10-25,shabana chicken stall,1053.0
2023-10,2023-10-28,shabana chicken stall,1360.0
2023-10,2023-10-30,shabana chicken stall,768.0
2023-10,2023-10-08,shameer/chicken boneless,880.0
2023-10,2023-10-09,shameer/chicken boneless,560.0
2023-09,2023-09-01,Essar Associates,2810.0
2023-09,2023-09-18,Essar Associates,2175.0
2023-09,2023-09-21,Essar Associates,5533.0
2023-09,2023-09-28,Essar Associates,3568.0
2023-09,2023-09-06,Isha Fresh Vegitables (Hisham),783.0
2023-09,2023-09-18,Isha Fresh Vegitables (Hisham),503.0
2023-09,2023-09-01,KTP Vegitables,446.0
2023-09,2023-09-02,KTP Vegitables,210.0
2023-09,2023-09-05,KTP Vegitables,507.0
2023-09,2023-09-06,KTP Vegitables,622.0
2023-09,2023-09-08,KTP Vegitables,737.0
2023-09,2023-09-11,KTP Vegitables,128.0
2023-09,2023-09-15,KTP Vegitables,557.0
2023-09,2023-09-16,KTP Vegitables,441.0
2023-09,2023-09-18,KTP Vegitables,1286.0
2023-09,2023-09-20,KTP Vegitables,747.0
2023-09,2023-09-22,KTP Vegitables,498.0
2023-09,2023-09-23,KTP Vegitables,505.0
2023-09,2023-09-25,KTP Vegitables,394.0
2023-09,2023-09-26,KTP Vegitables,680.0
2023-09,2023-09-27,KTP Vegitables,796.0
2023-09,2023-09-30,KTP Vegitables,434.0
2023-09,2023-09-01,Koonathil Traders,11791.0
2023-09,2023-09-08,Koonathil Traders,46417.0
2023-09,2023-09-22,Koonathil Traders,3514.0
2023-09,2023-09-01,Local Purchase,2444.0
2023-09,2023-09-03,Local Purchase,1755.0
2023-09,2023-09-04,Local Purchase,2388.0
2023-09,2023-09-05,Local Purchase,1866.0
2023-09,2023-09-06,Local Purchase,438.0
2023-09,2023-09-07,Local Purchase,2173.0
2023-09,2023-09-08,Local Purchase,1506.0
2023-09,2023-09-09,Local Purchase,36.0
2023-09,2023-09-10,Local Purchase,867.0
2023-09,2023-09-11,Local Purchase,3778.0
2023-09,2023-09-13,Local Purchase,353.0
2023-09,2023-09-14,Local Purchase,2714.0
2023-09,2023-09-15,Local Purchase,1091.0
2023-09,2023-09-16,Local Purchase,12144.0
2023-09,2023-09-17,Local Purchase,36.0
2023-09,2023-09-20,Local Purchase,212.0
2023-09,2023-09-21,Local Purchase,1123.0
2023-09,2023-09-22,Local Purchase,2366.0
2023-09,2023-09-23,Local Purchase,1077.0
2023-09,2023-09-24,Local Purchase,6950.0
2023-09,2023-09-25,Local Purchase,2060.0
2023-09,2023-09-26,Local Purchase,1960.0
2023-09,2023-09-27,Local Purchase,2290.0
2023-09,2023-09-28,Local Purchase,148.0
2023-09,2023-09-30,Local Purchase,36.0
2023-09,2023-09-01,Local Purchase-Gas AGency,1730.0
2023-09,2023-09-03,Local Purchase-Gas AGency,2375.0
2023-09,2023-09-07,Local Purchase-Gas AGency,1570.0
2023-09,2023-09-23,Local Purchase-Gas AGency,1570.0
2023-09,2023-09-25,Local Purchase-Gas AGency,1570.0
2023-09,2023-09-29,Local Purchase-Gas AGency,1570.0
2023-09,2023-09-04,MBS Traders,1070.0
2023-09,2023-09-06,MBS Traders,90.0
2023-09,2023-09-08,MBS Traders,364.0
2023-09,2023-09-18,MBS Traders,211.0
2023-09,2023-09-24,Mansoor Traders Pattambi,210.0
2023-09,2023-09-05,Taha Enterprices,5426.0
2023-09,2023-09-30,salva food agencies,14862.0
2023-08,2023-08-05,A.N.A Agencies,12.0
2023-08,2023-08-06,Airtel,1799.0
2023-08,2023-08-06,Diamond Hotel ware and Cutlerys,5344.0
2023-08,2023-08-03,Essar Associates,2913.0
2023-08,2023-08-10,Essar Associates,2738.0
2023-08,2023-08-17,Essar Associates,3248.0
2023-08,2023-08-24,Essar Associates,8393.0
2023-08,2023-08-02,HPCL,500.0
2023-08,2023-08-03,HPCL,1730.0
2023-08,2023-08-09,HPCL,1730.0
2023-08,2023-08-10,HPCL,1730.0
2023-08,2023-08-14,HPCL,500.0
2023-08,2023-08-15,HPCL,1730.0
2023-08,2023-08-16,HPCL,500.0
2023-08,2023-08-18,HPCL,1730.0
2023-08,2023-08-09,I square,120.0
2023-08,2023-08-08,Indian Oil,500.0
2023-08,2023-08-14,Indian Oil,500.0
2023-08,2023-08-01,KTP Vegitables,500.0
2023-08,2023-08-02,KTP Vegitables,1000.0
2023-08,2023-08-03,KTP Vegitables,500.0
2023-08,2023-08-05,KTP Vegitables,1000.0
2023-08,2023-08-06,KTP Vegitables,1000.0
2023-08,2023-08-09,KTP Vegitables,1000.0
2023-08,2023-08-11,KTP Vegitables,1000.0
2023-08,2023-08-12,KTP Vegitables,500.0
2023-08,2023-08-14,KTP Vegitables,500.0
2023-08,2023-08-15,KTP Vegitables,1000.0
2023-08,2023-08-16,KTP Vegitables,500.0
2023-08,2023-08-18,KTP Vegitables,500.0
2023-08,2023-08-04,Koonathil Traders,327.0
2023-08,2023-08-17,Koonathil Traders,39870.0
2023-08,2023-08-31,Koonathil Traders,11328.0
2023-08,2023-08-17,Lakshyam Foods,59063.0
2023-08,2023-08-01,Local Purchase,176.0
2023-08,2023-08-02,Local Purchase,752.0
2023-08,2023-08-03,Local Purchase,464.0
2023-08,2023-08-04,Local Purchase,3625.0
2023-08,2023-08-05,Local Purchase,250.0
2023-08,2023-08-06,Local Purchase,1872.0
2023-08,2023-08-07,Local Purchase,160.0
2023-08,2023-08-08,Local Purchase,3180.0
2023-08,2023-08-09,Local Purchase,272.0
2023-08,2023-08-10,Local Purchase,104.0
2023-08,2023-08-11,Local Purchase,445.0
2023-08,2023-08-12,Local Purchase,3000.0
2023-08,2023-08-13,Local Purchase,193.0
2023-08,2023-08-14,Local Purchase,3901.0
2023-08,2023-08-15,Local Purchase,187.0
2023-08,2023-08-16,Local Purchase,230.0
2023-08,2023-08-17,Local Purchase,340.0
2023-08,2023-08-18,Local Purchase,2396.0
2023-08,2023-08-19,Local Purchase,1447.0
2023-08,2023-08-20,Local Purchase,144.0
2023-08,2023-08-21,Local Purchase,7855.0
2023-08,2023-08-22,Local Purchase,500.0
2023-08,2023-08-23,Local Purchase,2486.0
2023-08,2023-08-24,Local Purchase,1133.0
2023-08,2023-08-25,Local Purchase,2674.0
2023-08,2023-08-26,Local Purchase,7387.0
2023-08,2023-08-27,Local Purchase,531.0
2023-08,2023-08-28,Local Purchase,2830.0
2023-08,2023-08-29,Local Purchase,36.0
2023-08,2023-08-30,Local Purchase,2808.0
2023-08,2023-08-31,Local Purchase,3060.0
2023-08,2023-08-12,Maintenance,2000.0
2023-08,2023-08-14,Maintenance,350.0
2023-08,2023-08-24,Midtown Enterprises,11290.0
2023-08,2023-08-05,Nayara Energy,500.0
2023-08,2023-08-08,Nayara Energy,500.0
2023-08,2023-08-14,PTM stores,962.0
2023-08,2023-08-08,Phoenix Ice Cubes,40.0
2023-08,2023-08-08,Rent,3600.0
2023-08,2023-08-01,Royal HyperMarket,288.0
2023-08,2023-08-01,Satheesh,100.0
2023-08,2023-08-05,Satheesh,100.0
2023-08,2023-08-07,Satheesh,100.0
2023-08,2023-08-09,Satheesh,100.0
2023-08,2023-08-11,Satheesh,100.0
2023-08,2023-08-13,Satheesh,100.0
2023-08,2023-08-15,Satheesh,100.0
2023-08,2023-08-17,Satheesh,100.0
2023-08,2023-08-04,Sherif Cherpulasery,290.0
2023-08,2023-08-12,Sherif Cherpulasery,339.0
2023-08,2023-08-16,Sherif Cherpulasery,380.0
2023-08,2023-08-17,Srinivasan,1088.0
2023-08,2023-08-22,TAHA ENTERPRISES,2202.0
2023-08,2023-08-07,Taha Enterprises,4864.0
2023-08,2023-08-14,Taha Enterprises,1974.0
2023-08,2023-08-01,Transportation,30.0
2023-08,2023-08-11,Transportation,30.0
2023-08,2023-08-17,Transportation,550.0
2023-08,2023-08-18,Transportation,30.0
2023-08,2023-08-01,babu palakkad,1050.0
2023-08,2023-08-08,babu palakkad,760.0
2023-08,2023-08-15,babu palakkad,670.0
2023-08,2023-08-01,cake lakes,80.0
2023-08,2023-08-01,five Star Traders,1013.0
2023-08,2023-08-09,five Star Traders,1129.0
2023-08,2023-08-12,five Star Traders,320.0
2023-08,2023-08-14,five Star Traders,155.0
2023-08,2023-08-16,five Star Traders,1023.0
2023-08,2023-08-04,labour Charges,10.0
2023-08,2023-08-12,labour Charges,10.0
2023-08,2023-08-18,labour Charges,10.0
2023-08,2023-08-04,mbS Traders,245.0
2023-08,2023-08-05,mbS Traders,740.0
2023-08,2023-08-10,mbS Traders,245.0
2023-08,2023-08-16,mbS Traders,340.0
2023-07,2023-07-06,Essar Associates,6735.0
2023-07,2023-07-13,Essar Associates,6932.0
2023-07,2023-07-21,Essar Associates,4083.0
2023-07,2023-07-27,Essar Associates,4473.0
2023-07,2023-07-14,Koonathil Traders,34620.0
2023-07,2023-07-15,Koonathil Traders,5132.0
2023-07,2023-07-21,Koonathil Traders,5111.0
2023-07,2023-07-28,Koonathil Traders,48819.0
2023-07,2023-07-11,Lakshyam Foods,24606.0
2023-07,2023-07-31,Lakshyam Foods,15511.0
2023-07,2023-07-01,Local Purchase,1335.0
2023-07,2023-07-02,Local Purchase,3480.0
2023-07,2023-07-03,Local Purchase,2587.0
2023-07,2023-07-04,Local Purchase,4934.0
2023-07,2023-07-05,Local Purchase,1853.0
2023-07,2023-07-06,Local Purchase,2551.0
2023-07,2023-07-07,Local Purchase,601.0
2023-07,2023-07-08,Local Purchase,938.0
2023-07,2023-07-09,Local Purchase,626.0
2023-07,2023-07-10,Local Purchase,3094.0
2023-07,2023-07-11,Local Purchase,3072.0
2023-07,2023-07-12,Local Purchase,3446.0
2023-07,2023-07-13,Local Purchase,1108.0
2023-07,2023-07-14,Local Purchase,1718.0
2023-07,2023-07-15,Local Purchase,3577.0
2023-07,2023-07-16,Local Purchase,4013.0
2023-07,2023-07-17,Local Purchase,645.0
2023-07,2023-07-18,Local Purchase,2314.0
2023-07,2023-07-19,Local Purchase,2471.0
2023-07,2023-07-20,Local Purchase,6272.0
2023-07,2023-07-21,Local Purchase,1214.0
2023-07,2023-07-22,Local Purchase,2025.0
2023-07,2023-07-23,Local Purchase,9714.0
2023-07,2023-07-24,Local Purchase,2674.0
2023-07,2023-07-25,Local Purchase,1572.0
2023-07,2023-07-26,Local Purchase,3196.0
2023-07,2023-07-27,Local Purchase,686.0
2023-07,2023-07-28,Local Purchase,3607.0
2023-07,2023-07-29,Local Purchase,4245.0
2023-07,2023-07-30,Local Purchase,3783.0
2023-07,2023-07-31,Local Purchase,1944.0
2023-07,2023-07-05,Narayana Traders,10150.0
2023-07,2023-07-31,Renjith looco's,2700.0
2023-07,2023-07-29,Salva Food Agencies,1968.0
2023-07,2023-07-10,Taha Enterprises,6508.0
2023-07,2023-07-21,Taha Enterprises,613.0
2023-07,2023-07-22,Taha Enterprises,2806.0
2023-06,2023-06-01,Essar Associates,5785.0
2023-06,2023-06-09,Essar Associates,3917.0
2023-06,2023-06-15,Essar Associates,4638.0
2023-06,2023-06-22,Essar Associates,3608.0
2023-06,2023-06-29,Essar Associates,4790.0
2023-06,2023-06-02,Koonathil Traders,48948.0
2023-06,2023-06-10,Koonathil Traders,138.0
2023-06,2023-06-23,Koonathil Traders,46540.0
2023-06,2023-06-30,Koonathil Traders,7687.0
2023-06,2023-06-07,Lakshyam Foods,29938.0
2023-06,2023-06-30,Lakshyam Foods,11003.0
2023-06,2023-06-01,Local Purchase,2532.0
2023-06,2023-06-02,Local Purchase,3450.0
2023-06,2023-06-03,Local Purchase,510.0
2023-06,2023-06-04,Local Purchase,2452.0
2023-06,2023-06-05,Local Purchase,98.0
2023-06,2023-06-06,Local Purchase,2670.0
2023-06,2023-06-07,Local Purchase,1332.0
2023-06,2023-06-08,Local Purchase,889.0
2023-06,2023-06-09,Local Purchase,1958.0
2023-06,2023-06-10,Local Purchase,928.0
2023-06,2023-06-11,Local Purchase,382.0
2023-06,2023-06-12,Local Purchase,1670.0
2023-06,2023-06-13,Local Purchase,3081.0
2023-06,2023-06-14,Local Purchase,2384.0
2023-06,2023-06-15,Local Purchase,657.0
2023-06,2023-06-16,Local Purchase,3161.0
2023-06,2023-06-17,Local Purchase,1050.0
2023-06,2023-06-18,Local Purchase,317.0
2023-06,2023-06-19,Local Purchase,2792.0
2023-06,2023-06-20,Local Purchase,2672.0
2023-06,2023-06-21,Local Purchase,971.0
2023-06,2023-06-22,Local Purchase,1835.0
2023-06,2023-06-23,Local Purchase,388.0
2023-06,2023-06-24,Local Purchase,1605.0
2023-06,2023-06-25,Local Purchase,2423.0
2023-06,2023-06-26,Local Purchase,5175.0
2023-06,2023-06-27,Local Purchase,712.0
2023-06,2023-06-28,Local Purchase,1398.0
2023-06,2023-06-29,Local Purchase,221.0
2023-06,2023-06-30,Local Purchase,4913.0
2023-06,2023-06-16,Narayana Traders,6090.0
2023-06,2023-06-04,Renjith looco's,2210.0
2023-06,2023-06-07,Taha Enterprises,3815.0
2023-06,2023-06-20,Taha Enterprises,7094.0
2023-06,2023-06-02,koonathil Traders,445.0
2023-05,2023-05-04,Essar Associates,5723.0
2023-05,2023-05-11,Essar Associates,5772.0
2023-05,2023-05-19,Essar Associates,5815.0
2023-05,2023-05-25,Essar Associates,4335.0
2023-05,2023-05-03,Koonathil Traders,16992.0
2023-05,2023-05-12,Koonathil Traders,23635.0
2023-05,2023-05-19,Koonathil Traders,31736.0
2023-05,2023-05-10,Lakshyam Foods,22133.0
2023-05,2023-05-22,Lakshyam Foods,0.0
2023-05,2023-05-23,Lakshyam Foods,0.0
2023-05,2023-05-01,Local Purchase,4788.0
2023-05,2023-05-02,Local Purchase,5256.0
2023-05,2023-05-03,Local Purchase,5500.0
2023-05,2023-05-04,Local Purchase,2131.0
2023-05,2023-05-05,Local Purchase,2279.0
2023-05,2023-05-06,Local Purchase,1800.0
2023-05,2023-05-07,Local Purchase,808.0
2023-05,2023-05-08,Local Purchase,3196.0
2023-05,2023-05-09,Local Purchase,2920.0
2023-05,2023-05-10,Local Purchase,732.0
2023-05,2023-05-11,Local Purchase,3437.0
2023-05,2023-05-12,Local Purchase,1664.0
2023-05,2023-05-13,Local Purchase,2689.0
2023-05,2023-05-14,Local Purchase,909.0
2023-05,2023-05-15,Local Purchase,2651.0
2023-05,2023-05-16,Local Purchase,1720.0
2023-05,2023-05-17,Local Purchase,1741.0
2023-05,2023-05-18,Local Purchase,2878.0
2023-05,2023-05-19,Local Purchase,1730.0
2023-05,2023-05-20,Local Purchase,413.0
2023-05,2023-05-21,Local Purchase,856.0
2023-05,2023-05-22,Local Purchase,4049.0
2023-05,2023-05-23,Local Purchase,2898.0
2023-05,2023-05-24,Local Purchase,3214.0
2023-05,2023-05-25,Local Purchase,524.0
2023-05,2023-05-26,Local Purchase,933.0
2023-05,2023-05-27,Local Purchase,3567.0
2023-05,2023-05-28,Local Purchase,833.0
2023-05,2023-05-29,Local Purchase,1686.0
2023-05,2023-05-30,Local Purchase,4932.0
2023-05,2023-05-31,Local Purchase,376.0
2023-05,2023-05-12,Narayana Traders,6150.0
2023-05,2023-05-25,Narayana Traders,2440.0
2023-05,2023-05-31,Narayana Traders,4060.0
2023-05,2023-05-09,Renjith looco's,1850.0
2023-05,2023-05-09,Taha Enterprises,9919.0
2023-05,2023-05-12,Taha Enterprises,662.0
2023-05,2023-05-16,Taha Enterprises,662.0
2023-05,2023-05-20,Taha Enterprises,1075.0
2023-05,2023-05-25,Taha Enterprises,3691.0
2023-05,2023-05-27,koonathil Traders,1671.0
2023-04,2023-04-01,AK Chicken Adakkaputhur,777.0
2023-04,2023-04-05,AK Chicken Adakkaputhur,1567.0
